詳細セクション_ハッシュタグ,機能タグ（#付き）,# 医療ダイエット<br># 医療痩身<br># リバウンド防止<br># 医師監修<br># 栄養士指導<br># 切らない痩身<br># 19時以降OK<br># 駅チカ<br># 完全個室,# 医療ダイエット<br># 医療痩身<br># 美痩身<br># リバウンド防止<br># 医師監修<br># 管理栄養士指導<br># 切らない痩身<br># 駅チカ<br># 健康的に美しく,# 最新医療機器導入<br># 全額返金保証制度,# メディカルダイエット<br># ボディメイク<br># 痩身<br># 部分痩せ<br># リバウンド防止<br># 医療ハイフ<br># 脂肪冷却<br># エミナルクリニック<br># 全国展開,# 医療ダイエット<br># 部分痩せ<br># クールスカルプティング<br># 脂肪溶解注射<br># GLP1<br># サクセンダ<br># リバウンド防止<br># 食事指導<br># 湘南美容クリニック,
比較表_総合評価,比較表での評価表示,4.9,4.8,4.7,4.6,4.5,
比較表_実績,比較表での実績表示,ダイエット成功率99％<br>平均13.7kg減,ダイエット成功率94%,ダイエット成功率94%,3ヶ月で-10kg以上<br>モニター満足度95%,症例実績30万件以上<br>リピート率90%以上,
比較表_特典,比較表での特典表示,今なら<br>12ヶ月分0円！,今なら<br>最大79%OFF！,最大80%OFF<br>（モニター割引）,モニタープラン<br>大幅割引あり,期間限定<br>キャンペーン実施中,
比較表_人気プラン,比較表での人気プラン,脂肪冷却,脂肪冷却,脂肪冷却,3ヶ月コース特別モニター,クールスカルプティング®エリート,
比較表_医療機器,比較表での医療機器,脂肪冷却<br>医療用EMS<br>医療ハイフ<br>医療ラジオ波,脂肪冷却装置<br>医療用EMS<br>医療電磁場装置<br>医療ラジオ波,脂肪冷却<br>医療用EMS<br>医療ハイフ,医療ハイフ<br>EMS<br>脂肪冷却,クールスカルプティング®エリート<br>トゥルースカルプiD<br>脂肪溶解リニアハイフ<br>オンダリフト,
比較表_注射治療,比較表での注射治療,脂肪溶解注射<br>サンサム注射<br>ダイエット点滴<br>GLP-1<br>サクセンダ,脂肪溶解注射<br>ダイエット点滴<br>GLP-1<br>オルリスタット<br>ビグアナイド系薬剤,脂肪溶解注射<br>ダイエット美容点滴<br>エクソソーム点滴,脂肪溶解注射<br>GLP-1,脂肪溶解注射<br>（BNLSアルティメット）<br>サクセンダ<br>山参注射,
比較表_食事指導,比較表での食事指導,栄養管理士<br>による指導,管理栄養士<br>による指導,医師監修のもと<br>管理栄養士の指導,管理栄養士による<br>オンライン食事指導,専門クリニックで<br>管理栄養士指導,
比較表_モニター割引,比較表でのモニター割引,あり<br>75％OFF,あり<br>最大79%OFF,あり<br>最大80%OFF,あり<br>条件により大幅割引,あり<br>各施術でモニター募集,
比較表_返金保証,比較表での返金保証,痩せなかったら返金,痩せなかったら返金,あり（※条件付き）,あり（※条件あり）,一部施術で<br>返金保証あり,
詳細_料金,詳細セクションの料金表示,"通常価格24,800円<br>80%OFF 月々4,900円","通常価格45,591円<br>79%0FF<br>月々9,780円","通常価格49,600円<br>80%0FF 月々9,600円",モニタープラン<br>月額制で負担軽減,クールスカルプティング®<br>1エリア 29,800円～
詳細_施術機械,詳細セクションの施術機械,脂肪冷却<br>医療用EMS<br>医療ハイフ<br>医療ラジオ波,脂肪冷却装置/医療用EMS/医療電磁場装置/医療ラジオ波,脂肪冷却<br>医療用EMS<br>医療ハイフ,医療ハイフ<br>EMS<br>脂肪冷却,クールスカルプティング®エリート<br>トゥルースカルプiD<br>新・脂肪溶解リニアハイフ<br>オンダリフト,
詳細_目安期間,詳細セクションの目安期間,-5〜10kg：約3ヶ月<br>-10kg以上：約5ヶ月,-5〜10kg：約3ヶ月,-5〜10kg：約6ヶ月,3ヶ月コースが基本<br>個人の目標に合わせ調整可,施術内容による<br>ダウンタイムほとんどなし,
詳細_営業時間,詳細セクションの営業時間,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始,平日10:00〜20:00<br>土日祝日10:00〜20:00,平日10:00〜20:00<br>土日祝日10:00〜20:00<br>休診日：年末年始,多くの院で11:00〜21:00<br>店舗により異なる,店舗により異なる<br>多くは10:00〜19:00,
詳細_対応部位,詳細セクションの対応部位,顔全体／二の腕／お腹／お尻／太もも／その他,顔全体／二の腕／お腹／お尻／太もも／その他 (全身),顔全体／二の腕／お腹／お尻／太もも／背中／ふくらはぎ／その他,全身対応<br>お腹・二の腕・太もも・顔,お腹・二の腕・太もも・顔<br>全身の気になる部位,
詳細_店舗,詳細セクションの店舗展開,北海道／宮城／東京／埼玉／<br>神奈川／千葉／愛知／京都／<br>大阪／兵庫／広島／福岡,"東京 (新宿, 銀座)",池袋／横浜／名古屋,全国60院以上<br>（北海道・東北・関東・中部・近畿・中国・四国・九州・沖縄）,日本全国および海外に展開,
ポイント1タイトル,訴求ポイント1の見出し,専門家チームが徹底伴走！もう一人で悩まない,専門家チームが徹底伴走！,専門家チームが徹底伴走！,管理栄養士によるオンライン食事指導,経験豊富な医師の的確な診断,
ポイント1説明,訴求ポイント1の詳細,ディオクリニックでは医師・看護師・管理栄養士がチームであなたを徹底サポート！自己流ダイエットで挫折した方にもおすすめです。専門的な食事指導や生活改善アドバイスも受けられるから、ダイエットの悩みも解決！,医師・管理栄養士・看護師がチームであなたを徹底サポート！医学的観点と栄養学に基づき、多角的なアプローチで課題を解決。LINEでの相談も可能で、通院日以外も安心です。,医師・管理栄養士・看護師がチームであなたを徹底サポート！医学的観点と栄養学に基づき、多角的なアプローチで課題を解決。LINEでの相談も可能で、通院日以外も安心です。,エミナルクリニックでは管理栄養士によるオンラインでの食事指導が受けられます。LINEなどを使って手軽に相談できるので、継続しやすいと評判です。,湘南美容クリニックでは経験豊富な医師があなたの体質やライフスタイルに合わせて最適な痩身プランを提案します。一人一人に最適化された治療で確実な結果を目指します。,
ポイント1アイコン,FontAwesomeアイコン名,lightbulb,lightbulb,lightbulb,users,user-md,
ポイント2タイトル,訴求ポイント2の見出し,医療マシンをオーダーメイド！リバウンドしにくい身体へ,医療マシンをオーダーメイド！,医療マシンをオーダーメイド！,全国60院以上の安心ネットワーク,豊富なメニューで一人一人に最適化,
ポイント2説明,訴求ポイント2の詳細,脂肪冷却や医療EMSなど、複数の最新マシンをあなた専用に組み合わせ！寝ているだけで部分痩せや筋肉アップまで目指せるので、運動が苦手な方にもおすすめ。リバウンドしにくい体質づくりを目指せる！,厚労省承認の脂肪冷却機器をはじめ、複数の医療機器を個人の体質や目標に合わせてオーダーメイドで組み合わせ。切らずに、科学的根拠に基づいた部分痩せとリバウンドしにくい体質改善を目指せます。,厚労省承認の脂肪冷却機器をはじめ、複数の医療機器を個人の体質や目標に合わせてオーダーメイドで組み合わせ。切らずに、科学的根拠に基づいた部分痩せとリバウンドしにくい体質改善を目指せます。,エミナルクリニックは全国60院以上を展開しており、どこに住んでいても同じ品質の医療ダイエットを受けられます。安心・安全なネットワークで、あなたのボディメイクをサポートします。,湘南美容クリニックでは豊富なメニューを用意しており、あなたの悩みや目標に合わせて最適な治療を選択できます。クールスカルプティングから脂肪溶解注射まで、一人一人に最適化した痩身治療を提供します。,
ポイント2アイコン,FontAwesomeアイコン名,mobile-alt,mobile-alt,mobile-alt,network-wired,list-ul,
ポイント3タイトル,訴求ポイント3の見出し,全額返金保証あり！効果が不安でも大丈夫,高い成功率と全額返金保証で安心！,安心のサポートと保証制度,モニター満足度95%の実績,経験豊富な医師と安心サポート,
ポイント3説明,訴求ポイント3の詳細,ディオクリニックは効果に自信があるから、「全額返金保証制度」付き！もし効果を実感できなくても金銭的なリスクがないから、思い切ってチャレンジできます！,ダイエット成功率94%、リバウンド率6%と高い実績を誇ります。モニター協力で全額返金保証制度もあり、安心して医療ダイエットに挑戦できます。,無理な勧誘はなく、予算や目標を丁寧にヒアリングする姿勢が口コミでも高評価。万が一に備えた「全額返金保証制度」（※条件あり）も用意されており、安心してプログラムを開始できます。,エミナルクリニックはモニター満足度95%という高い実績を誇っています。多くの方が結果に満足しており、あなたも安心して治療を始めていただけます。,湘南美容クリニックは経験豊富な医師が在籍し、あなたの不安や疑問に丁寧に答えます。最新の医療技術と安心のサポート体制で、理想のボディラインを実現します。,
ポイント3アイコン,FontAwesomeアイコン名,clock,clock,clock,clock,clock,
レビュー1_コスパ_タイトル,コスパ口コミ1のタイトル,ストイックな運動より効果的！,25キロ減量に成功！,若い頃の体型に戻れました！,3ヶ月で約12kg減量に成功,脂肪吸引注射で良かった！,
レビュー1_コスパ_内容,コスパ口コミ1の本文,某スポーツジムでストイックに食事管理をしても減らなかった体重が、薬で無理なく減っていきビックリしました。え、あの辛い運動や糖質制限はなんだったんだろう…。,25キロ弱体重を落とせました。自分1人の力だけでは絶対になし得なかったので良かったと思ってます。,6カ月間通い終わり、80kgあった体重が62kgになり、体脂肪率は40%から27%に。昔のジーンズをはいてみたり、若い頃に戻ったようです。,3ヶ月のコースで-12kg減量できました！管理栄養士によるオンライン食事指導もあり、無理なく続けられました。,脂肪吸引注射でお世話になりました！やって良かったです！ありがとうございました。,
レビュー1_コスパ_評価,コスパ口コミ1の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
レビュー2_コスパ_タイトル,コスパ口コミ2のタイトル,2ヶ月で8キロ減！,3ヶ月で10キロ減！辛くない,不安からのスタートでしたが、今は大満足！,全国展開で料金も明確で安心,丁寧なカウンセリングで安心,
レビュー2_コスパ_内容,コスパ口コミ2の本文,なかなかジムなどに通っても減らなくなってしまっていましたが、こちらに通い始めて2ヶ月ぐらいで8キロぐらい減らすことができました！,3ヶ月の契約をして結果10キロの減量できました。特に辛いこともなく順調だったと思います。,"なんと85kgあった体重が70kgに！
正直、最初は効果があるか不安でしたが、結果が出て大満足です。適正体重を取り戻せたので、今後もキープしたいです。",全国展開で料金体系がわかりやすく、医療ローンもあって通いやすいです。結果もしっかり出ているのでコスパは良いと思います。,親身に相談に乗ってもらえて安心しました。湘南美容クリニックではていねいなカウンセリングが受けられます,
レビュー2_コスパ_評価,コスパ口コミ2の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
レビュー3_コスパ_タイトル,コスパ口コミ3のタイトル,周りから痩せたと言われる！,きつい運動なしで6kg減！,見た目も体重も変化を実感！,料金以上の効果に満足,医療ダイエットのコスパ最高,
レビュー3_コスパ_内容,コスパ口コミ3の本文,2ヶ月たって、周りの人から痩せたねと言われることが多くなりました！サクセンダのおかげで空腹感をあまり感じずに食事制限することが出来ました！,3ヶ月で6kg減でした！(継続中) きつい運動や厳しい食事制限も無い中で、順調に体重減少しているので、良かったです。,"
今の時点では見た目にも体重的にも効果は出てきていると思うのでやって後悔はしていません。",医療ハイフでお腹周りがスッキリ。コース料金も他院と比べて良心的で結果も出ているので満足です。,クールスカルプティングが思ったより効果的。これまでのダイエットでは落ちなかった部分も確実に変化しています。コスパ良し！,
レビュー3_コスパ_評価,コスパ口コミ3の星数,★★★★★,★★★★★,★★★★☆,★★★★★,★★★★★,
レビュー1_通いやすさ_タイトル,通いやすさ口コミ1のタイトル,言葉遣いが丁寧！,多角的なアプローチで効果的！,丁寧な対応と万全のフォローで安心,駅から徒歩3分でアクセス良好,予約が取りやすく駅からも近い,
レビュー1_通いやすさ_内容,通いやすさ口コミ1の本文,言葉遣いも、めちゃくちゃ丁寧で、こちらが恐縮してしまうくらい、しっかり教育もされていたので、毎回、気持ち良く通わせて頂きました。ありがとうございました。,医療美容ということで施術と並行して点滴や錠剤など多角的にダイエットと向き合いました。管理栄養士による栄養指導もあり、モチベーションを保つには最適な環境でした。,予約の取りやすさや対応の丁寧さが素晴らしい。施術後のフォローも含め、疑問や不安があればすぐに相談できて助かります！,駅から徒歩3分でアクセスが良く、仕事の帰りにも通いやすいです。大手チェーンなので予約も取りやすく継続しやすいです。,スタッフの方はとても親切で、看護師さんもとても優しかったです。痛い部分はないか常に確認してくれて、ローションを多めにつけてくれました,
レビュー1_通いやすさ_評価,通いやすさ口コミ1の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
レビュー2_通いやすさ_タイトル,通いやすさ口コミ2のタイトル,清潔感があり丁寧な対応,スタッフが素晴らしい！,駅近で会社帰りにも◎,全国展開で引っ越しても安心,完全個室でプライバシーも安心,
レビュー2_通いやすさ_内容,通いやすさ口コミ2の本文,院内は清潔感があって、スタッフはどの方も丁寧で優しいです。距離感は付かず離れずの丁度良い感じでした。,関わっていただいた全てのスタッフの方々が本当に感じが良いので毎週通うのが苦ではなかったです。,駅近で会社帰りに行きやすく、仕事が終わってから毎回通わせていただいています。ここで独自に出されているプロテインは飲みやすく、置き換えしやすい。,★★★★★,★★★★★,
レビュー2_通いやすさ_評価,通いやすさ口コミ2の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
レビュー3_通いやすさ_タイトル,通いやすさ口コミ3のタイトル,栄養士さんが熱心！,運動嫌いでも6キロ減！,急な予定変更にも柔軟に対応！,★★★★★,★★★★★,
レビュー3_通いやすさ_内容,通いやすさ口コミ3の本文,受付の方の対応も、とても落ち着いていて且つ優しくて、ほっとします。栄養士さんが糖質の摂り方など、熱心に教えてくださるので、楽しくて勉強になります。,食習慣が変わったり運動が嫌いですが3〜4ヶ月で6キロほど体重も落ちました。予約も比較的取りやすく駅からも近いので無理なく通えました。,"みなさん優しく、丁寧な対応をしていただけるので、安心して通えます！
仕事都合で急なキャンセルや予約変更にも対応していただけるところも、通いやすいです！",★★★★★,★★★★★,
レビュー3_通いやすさ_評価,通いやすさ口コミ3の星数,★★★★★,★★★☆☆,★★★★★,★★★★★,★★★★★,
レビュー1_スタッフ_タイトル,スタッフ口コミ1のタイトル,人生一度きり！頑張ります,投薬なしで3キロ減！,接遇レベルの高さに感動！,スタッフが親身で相談しやすい,スタッフが親切で専門的,
レビュー1_スタッフ_内容,スタッフ口コミ1の本文,今まで色んなことをしても痩せられなかったので、人生一度きりだと思い通うことを決めました。1ヶ月で、食事制限などが苦手な私でも、−５㌔落ちました！,初めに投薬なしで3ヶ月間リバースエイジングコースをし、体重が3㌔ほど痩せました。スタッフの方々も皆さん、優しく、毎日楽しく通わせてもらっています。,美容クリニックは施術が大事なのはもちろんですが、接遇のレベルが高いと次もまた来たくなりますね！スタッフの皆さんの気遣いが素晴らしく、いつも快適に過ごせてます。,看護師さんがとても親身になって相談に乗ってくれました。医療的な質問にもわかりやすく答えてくれて信頼できます。,ドクターの診察が丁寧で安心できました。疑問点にもしっかり答えてくれて専門性を感じました。,
レビュー1_スタッフ_評価,スタッフ口コミ1の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
レビュー2_スタッフ_タイトル,スタッフ口コミ2のタイトル,栄養士の指導で結果が出た！,教育が行き届いている！,分かりやすいカウンセリング,★★★★★,★★★★★,
レビュー2_スタッフ_内容,スタッフ口コミ2の本文,栄養士の先生の指導と最先端の機材を使った施術でしっかりと結果が出ました。無理のない範囲で食事指導もして頂き、停滞したら新しい一手を提案して貰えるので、頑張れます。,16回の通院の中、医師、看護師、管理栄養士の方々の対応はとても丁寧で、教育が行き届いているという印象を受けました。,カウンセリングの際、その都度分からないことがあるか確認していただけたのでプランの内容も理解しやすかったです！看護師さん達もとても丁寧で、終始安心して受けられます。,★★★★★,★★★★★,
レビュー2_スタッフ_評価,スタッフ口コミ2の星数,★★★★★,★★★★★,★★★★☆,★★★★★,★★★★★,
レビュー3_スタッフ_タイトル,スタッフ口コミ3のタイトル,1ヶ月半で簡単に体重が落ちた！,専門知識で安心施術！,心からおすすめしたいクリニック,★★★★★,★★★★★,
レビュー3_スタッフ_内容,スタッフ口コミ3の本文,約1か月半たち、自分ではどうしても落とさなかった体重が、簡単に落とせてびっくりです！通うたびに変化が出るので、とてもモチベーションが上がります！！,スタッフさんが明るくて優しかったので不安な施術も安心して受けられました。専門的な知識を教えてくださったり栄養指導もしてくれるので無理なく出来ました。,"スタッフのみなさんお一人お一人がとてもご親切ご丁寧な対応で驚きました。
リエートクリニックは本当におすすめなので、ぜひとも、たくさんの方に紹介したいです！！",★★★★★,★★★★★,
レビュー3_スタッフ_評価,スタッフ口コミ3の星数,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,
キャンペーン情報_ロゴ,キャンペーンセクションのロゴ,/images/clinics/dio/dio-logo.webp,/images/clinics/urara/urara-logo.webp,/images/clinics/lieto/lieto-logo.webp,/images/clinics/eminal/eminal-logo.webp,/images/clinics/sbc/sbc-logo.webp,
キャンペーン情報_タイトル,キャンペーンセクションのタイトル,ディオクリニックの今月のお得な情報,URARAクリニックの今月のお得な情報,リエートクリニックの今月のお得な情報,エミナルクリニックの今月のお得な情報,湘南美容クリニックの今月のお得な情報,
キャンペーン情報_テキスト,キャンペーンセクションの文言,今なら12ヶ月分が0円！<br>痩せなければ返金保証あり,痩せなければ返金保証<br>さらに脂肪買取制度あり,モニター最大80％OFF<br>痩せなければ返金保証あり,モニタープランで<br>大幅割引実施中,期間限定キャンペーン<br>モニター募集中,
キャンペーン情報_マイクロコピー,キャンペーンセクションの小見出し,＼症例数50万件以上の実績で安心／,＼ダイエット成功率94％の実績／,＼リバウンドしない率99.8％／,＼全国60院以上の安心ネットワーク／,＼症例実績30万件以上の実績／,
キャンペーン情報_CTAテキスト,ボタンのテキスト,ディオクリニックの公式サイト,URARAクリニックの公式サイト,リエートクリニックの公式サイト,エミナルクリニックの公式サイト,湘南美容クリニックの公式サイト,
